source_location,destination_location,lat_src,lon_src,lat_dest,lon_dest,distance,day_of_week,hour,is_peak,weather,road_capacity,vehicles,speed,signal_time,travel_time
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekday,21,1,Clear,5000,3862,17.52,0,0.013698630136986302
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekday,22,0,Cloudy,5000,2020,31.29,0,0.007670182166826463
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekday,23,0,Clear,5000,1863,35.4,0,0.006779661016949153
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,0,0,Cloudy,5000,259,41.82,0,0.005738880918220947
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,1,0,Clear,5000,703,41.52,0,0.005780346820809247
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,2,0,Clear,5000,554,44.45,0,0.005399325084364455
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,3,0,Clear,5000,415,43.19,0,0.005556841861542024
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,4,0,Clear,5000,701,41.72,0,0.005752636625119847
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,5,0,Rainy,5000,446,34.47,0,0.006962576153176675
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,6,0,Cloudy,5000,1622,32.34,0,0.007421150278293134
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,7,0,Clear,5000,1776,39.84,0,0.006024096385542168
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,8,0,Clear,5000,2649,27.3,0,0.008791208791208791
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,9,0,Clear,5000,1505,39.49,0,0.00607748797163839
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,10,0,Clear,5000,1690,38.49,0,0.006235385814497271
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,11,0,Clear,5000,2688,26.89,0,0.008925251022685014
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,12,0,Cloudy,5000,2380,29.4,0,0.008163265306122448
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,13,0,Clear,5000,2224,32.21,0,0.007451102142191866
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,14,0,Rainy,5000,1607,24.43,0,0.009823986901350798
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,15,0,Cloudy,5000,2688,26.28,0,0.0091324200913242
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,16,0,Clear,5000,2491,29.88,0,0.008032128514056226
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,17,0,Rainy,5000,2155,26.04,0,0.009216589861751152
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,18,0,Rainy,5000,2374,23.16,0,0.010362694300518133
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,19,0,Clear,5000,2132,32.14,0,0.007467330429371499
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,20,0,Clear,5000,1929,29.86,0,0.008037508372404556
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,21,0,Rainy,5000,2345,21.55,0,0.011136890951276101
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,22,0,Cloudy,5000,2530,27.61,0,0.0086925027164071
Marathahalli,Sanjay Nagar,12.9552572,77.6984163,12.9578658,77.6958748,0.004,Weekend,23,0,Clear,5000,2172,31.97,0,0.007507037847982483
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,0,0,Clear,5000,653,39.51,0,0.016704631738800303
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,1,0,Rainy,5000,781,23.65,0,0.02790697674418605
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,2,0,Clear,5000,700,36.41,0,0.01812688821752266
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,3,0,Clear,5000,348,40.51,0,0.01629227351271291
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,4,0,Clear,5000,799,35.21,0,0.0187446748082931
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,5,0,Cloudy,5000,725,37.26,0,0.017713365539452495
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,6,0,Clear,5000,1803,27.53,0,0.023973846712677077
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,7,0,Cloudy,5000,2662,18.95,0,0.034828496042216356
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,8,1,Clear,5000,3568,16.94,0,0.03896103896103895
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,9,1,Clear,5000,3646,20.25,0,0.03259259259259259
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,10,1,Clear,5000,4034,17.35,0,0.03804034582132564
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,11,1,Foggy,5000,3758,6.24,0,0.10576923076923075
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,12,0,Clear,5000,2005,32.11,0,0.02055434444098412
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,13,0,Clear,5000,1656,30.03,0,0.021978021978021976
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,14,0,Cloudy,5000,2691,20.23,0,0.03262481463173504
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,15,0,Clear,5000,1812,28.83,0,0.022892819979188347
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,16,0,Clear,5000,2666,25.2,0,0.02619047619047619
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,17,1,Clear,5000,3774,15.37,0,0.04294079375406636
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,18,1,Clear,5000,4267,12.41,0,0.0531829170024174
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,19,1,Clear,5000,4367,11.87,0,0.05560235888795282
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,20,1,Clear,5000,3587,18.21,0,0.036243822075782535
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,21,1,Clear,5000,4304,13.93,0,0.04737975592246949
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,22,0,Clear,5000,2976,22.65,0,0.02913907284768212
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekday,23,0,Clear,5000,2821,21.68,0,0.030442804428044277
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,0,0,Cloudy,5000,671,34.63,0,0.019058619693907014
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,1,0,Clear,5000,278,40.34,0,0.016360932077342585
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,2,0,Clear,5000,396,34.82,0,0.018954623779437102
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,3,0,Clear,5000,949,37.33,0,0.017680150013394052
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,4,0,Clear,5000,275,36.35,0,0.018156808803301238
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,5,0,Cloudy,5000,602,35.59,0,0.01854453498173644
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,6,0,Cloudy,5000,2863,21.16,0,0.031190926275992435
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,7,0,Clear,5000,1819,27.63,0,0.023887079261672096
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,8,0,Clear,5000,1569,30.65,0,0.021533442088091354
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,9,0,Clear,5000,1523,30.41,0,0.02170338704373561
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,10,0,Clear,5000,2438,24.1,0,0.02738589211618257
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,11,0,Clear,5000,2408,25.35,0,0.026035502958579877
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,12,0,Clear,5000,2539,26.06,0,0.02532617037605526
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,13,0,Clear,5000,2089,25.69,0,0.02569093032308291
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,14,0,Clear,5000,2728,24.46,0,0.026982829108748975
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,15,0,Rainy,5000,2997,15.28,0,0.04319371727748691
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,16,0,Clear,5000,2409,27.34,0,0.024140453547915143
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,17,0,Clear,5000,1572,26.42,0,0.024981074943224827
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,18,0,Cloudy,5000,2948,15.8,0,0.04177215189873417
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,19,0,Rainy,5000,2046,20.41,0,0.03233708966193043
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,20,0,Rainy,5000,2783,20.2,0,0.03267326732673267
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,21,0,Cloudy,5000,2461,23.42,0,0.02818104184457728
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,22,0,Clear,5000,2539,21.5,0,0.030697674418604652
Marathahalli,Garden Layout,12.9552572,77.6984163,12.9573826,77.7087773,0.011,Weekend,23,0,Cloudy,5000,2107,25.64,0,0.025741029641185645
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,0,0,Clear,3000,162,42.63,0,0.01688951442646024
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,1,0,Clear,3000,263,43.0,0,0.016744186046511626
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,2,0,Clear,3000,357,47.77,0,0.015072221059242202
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,3,0,Clear,3000,541,41.88,0,0.017191977077363897
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,4,0,Clear,3000,426,46.9,0,0.01535181236673774
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,5,0,Clear,3000,263,43.47,0,0.016563146997929608
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,6,0,Cloudy,3000,1410,28.55,0,0.025218914185639228
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,7,0,Cloudy,3000,1210,27.12,0,0.02654867256637168
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,8,1,Clear,3000,2598,16.84,0,0.04275534441805226
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,9,1,Clear,3000,2319,15.0,0,0.048
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,10,1,Clear,3000,2802,12.35,0,0.05829959514170041
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,11,1,Clear,3000,2142,22.58,0,0.03188662533215235
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,12,0,Clear,3000,1195,34.2,0,0.021052631578947368
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,13,0,Clear,3000,1446,29.59,0,0.024332544778641434
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,14,0,Clear,3000,1086,34.89,0,0.02063628546861565
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,15,0,Cloudy,3000,999,35.06,0,0.02053622361665716
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,16,0,Clear,3000,1798,26.69,0,0.026976395653802922
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,17,1,Clear,3000,2170,22.08,0,0.03260869565217391
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,18,1,Rainy,3000,2179,12.73,0,0.056559308719560095
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,19,1,Clear,3000,2692,11.44,0,0.06293706293706294
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,20,1,Foggy,3000,2369,8.76,0,0.0821917808219178
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,21,1,Cloudy,3000,2398,14.8,0,0.048648648648648644
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,22,0,Clear,3000,1175,32.1,0,0.022429906542056073
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,23,0,Cloudy,3000,1096,34.24,0,0.02102803738317757
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,0,0,Cloudy,3000,220,41.65,0,0.017286914765906363
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,1,0,Cloudy,3000,269,35.81,0,0.020106115610164756
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,2,0,Rainy,3000,467,30.21,0,0.023833167825223437
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,3,0,Clear,3000,488,39.08,0,0.018423746161719552
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,4,0,Rainy,3000,470,31.1,0,0.02315112540192926
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,5,0,Clear,3000,408,40.68,0,0.017699115044247787
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,6,0,Clear,3000,1728,29.96,0,0.02403204272363151
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,7,0,Clear,3000,1602,27.37,0,0.026306174643770552
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,8,0,Clear,3000,1629,27.22,0,0.02645113886847906
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,9,0,Clear,3000,1528,26.62,0,0.0270473328324568
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,10,0,Clear,3000,1020,35.27,0,0.02041394953218032
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,11,0,Cloudy,3000,1170,29.04,0,0.02479338842975207
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,12,0,Rainy,3000,1601,21.37,0,0.03369209171736079
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,13,0,Clear,3000,987,31.32,0,0.022988505747126436
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,14,0,Cloudy,3000,1071,33.88,0,0.02125147579693034
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,15,0,Rainy,3000,956,23.74,0,0.030328559393428815
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,16,0,Clear,3000,1453,29.69,0,0.0242505894240485
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,17,0,Clear,3000,1401,28.24,0,0.0254957507082153
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,18,0,Clear,3000,1086,32.12,0,0.022415940224159405
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,19,0,Clear,3000,1115,32.36,0,0.022249690976514216
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,20,0,Clear,3000,1542,29.47,0,0.02443162538174415
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,21,0,Clear,3000,1063,32.14,0,0.0224019912881145
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,22,0,Clear,3000,1143,33.14,0,0.02172601086300543
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,23,0,Rainy,3000,1544,19.12,0,0.03765690376569038
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,0,0,Clear,2000,183,49.93,0,0.014420188263568997
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,1,0,Rainy,2000,137,38.03,0,0.01893242177228504
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,2,0,Cloudy,2000,283,47.15,0,0.015270413573700957
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,3,0,Clear,2000,388,52.23,0,0.013785180930499713
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,4,0,Clear,2000,131,54.3,0,0.013259668508287295
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,5,0,Clear,2000,124,50.91,0,0.014142604596346496
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,6,0,Clear,2000,1058,36.23,0,0.019873033397736686
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,7,0,Clear,2000,1022,34.54,0,0.02084539664157499
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,8,1,Clear,2000,1706,17.23,0,0.04178757980266976
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,9,1,Rainy,2000,1818,10.76,0,0.06691449814126395
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,10,1,Clear,2000,1879,13.52,0,0.05325443786982249
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,11,1,Cloudy,2000,1554,16.34,0,0.04406364749082007
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,12,0,Clear,2000,846,36.66,0,0.019639934533551555
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,13,0,Clear,2000,1151,31.43,0,0.02290804963410754
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,14,0,Clear,2000,661,41.51,0,0.017345218019754277
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,15,0,Clear,2000,1177,33.02,0,0.02180496668685645
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,16,0,Rainy,2000,663,31.12,0,0.02313624678663239
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,17,1,Clear,2000,1460,28.8,0,0.024999999999999998
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,18,1,Clear,2000,1810,14.27,0,0.050455501051156273
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,19,1,Clear,2000,1673,20.49,0,0.03513909224011714
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,20,1,Clear,2000,1436,27.83,0,0.02587136183974129
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,21,1,Clear,2000,1523,24.3,0,0.02962962962962963
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,22,0,Clear,2000,1163,32.91,0,0.021877848678213314
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekday,23,0,Cloudy,2000,822,30.53,0,0.02358336062888962
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,0,0,Clear,2000,296,49.25,0,0.014619289340101522
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,1,0,Clear,2000,299,53.26,0,0.01351858805858055
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,2,0,Cloudy,2000,107,51.21,0,0.0140597539543058
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,3,0,Clear,2000,256,52.92,0,0.013605442176870748
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,4,0,Clear,2000,169,55.76,0,0.012912482065997133
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,5,0,Cloudy,2000,177,49.76,0,0.014469453376205789
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,6,0,Cloudy,2000,848,33.36,0,0.02158273381294964
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,7,0,Rainy,2000,856,25.92,0,0.027777777777777776
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,8,0,Rainy,2000,695,28.82,0,0.02498265093684941
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,9,0,Clear,2000,1197,31.08,0,0.02316602316602317
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,10,0,Clear,2000,876,38.3,0,0.018798955613577025
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,11,0,Clear,2000,966,36.25,0,0.019862068965517243
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,12,0,Clear,2000,665,41.01,0,0.017556693489392834
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,13,0,Clear,2000,764,38.54,0,0.01868188894654904
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,14,0,Clear,2000,812,39.05,0,0.018437900128040977
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,15,0,Clear,2000,1073,28.72,0,0.02506963788300836
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,16,0,Rainy,2000,748,29.48,0,0.024423337856173677
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,17,0,Rainy,2000,621,29.57,0,0.02434900236726412
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,18,0,Clear,2000,710,42.86,0,0.01679888007466169
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,19,0,Cloudy,2000,738,40.26,0,0.01788375558867362
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,20,0,Clear,2000,792,38.59,0,0.01865768333765224
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,21,0,Clear,2000,1060,32.25,0,0.022325581395348838
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,22,0,Clear,2000,638,42.22,0,0.01705352913311227
Marathahalli,Munnekollal,12.9552572,77.6984163,12.956,77.71,0.012,Weekend,23,0,Clear,2000,1035,31.15,0,0.023113964686998396
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,0,0,Cloudy,5000,510,52.48,0,0.013719512195121951
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,1,0,Clear,5000,893,56.6,0,0.012720848056537103
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,2,0,Clear,5000,327,63.17,0,0.011397815418711415
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,3,0,Clear,5000,769,59.37,0,0.012127337038908542
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,4,0,Clear,5000,662,60.07,0,0.011986016314299984
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,5,0,Clear,5000,531,60.49,0,0.011902793850223177
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,6,0,Rainy,5000,1825,31.86,0,0.022598870056497175
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,7,0,Clear,5000,1697,48.33,0,0.0148975791433892
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,8,1,Clear,5000,4128,20.2,0,0.03564356435643564
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,9,1,Clear,5000,4376,18.38,0,0.03917301414581067
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,10,1,Clear,5000,4099,21.05,0,0.03420427553444181
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,11,1,Cloudy,5000,4662,12.14,0,0.05930807248764416
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,12,0,Clear,5000,2444,41.82,0,0.01721664275466284
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,13,0,Rainy,5000,2201,30.72,0,0.0234375
Marathahalli,Silver Springs Layout,12.9552572,77.6984163,12.9582324,77.7098778,0.012,Weekday,14,0,Foggy,5000,2956,23.52,0,0.030612244897959186
